system:index,NDVI,type
1_1_LT05_188026_19900925_00000000000000000006,,wetlands
1_1_LT05_188026_19901011_00000000000000000000,0.7351744372297943,conifer_disturbed
1_1_LT05_188026_19901011_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19901011_00000000000000000002,,deciduous
1_1_LT05_188026_19901011_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19901011_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19901011_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19901011_00000000000000000006,,wetlands
1_1_LT05_188026_19910115_00000000000000000000,0.21375061794120992,conifer_disturbed
1_1_LT05_188026_19910115_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19910115_00000000000000000002,,deciduous
1_1_LT05_188026_19910115_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19910115_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19910115_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19910115_00000000000000000006,,wetlands
1_1_LT05_188026_19910131_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19910131_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19910131_00000000000000000002,,deciduous
1_1_LT05_188026_19910131_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19910131_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19910131_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19910131_00000000000000000006,,wetlands
1_1_LT05_188026_19910811_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19910811_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19910811_00000000000000000002,,deciduous
1_1_LT05_188026_19910811_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19910811_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19910811_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19910811_00000000000000000006,,wetlands
1_1_LT05_188026_19911030_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19911030_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19911030_00000000000000000002,,deciduous
1_1_LT05_188026_19911030_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19911030_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19911030_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19911030_00000000000000000006,,wetlands
1_1_LT05_188026_19920525_00000000000000000000,0.6269749755818825,conifer_disturbed
1_1_LT05_188026_19920525_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19920525_00000000000000000002,,deciduous
1_1_LT05_188026_19920525_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19920525_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19920525_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19920525_00000000000000000006,,wetlands
1_1_LT05_188026_19920626_00000000000000000000,0.3053244350402923,conifer_disturbed
1_1_LT05_188026_19920626_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19920626_00000000000000000002,,deciduous
1_1_LT05_188026_19920626_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19920626_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19920626_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19920626_00000000000000000006,,wetlands
1_1_LT05_188026_19920712_00000000000000000000,0.27423309437759413,conifer_disturbed
1_1_LT05_188026_19920712_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19920712_00000000000000000002,,deciduous
1_1_LT05_188026_19920712_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19920712_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19920712_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19920712_00000000000000000006,,wetlands
1_1_LT05_188026_19920728_00000000000000000000,0.6047899828669252,conifer_disturbed
1_1_LT05_188026_19920728_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19920728_00000000000000000002,,deciduous
1_1_LT05_188026_19920728_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19920728_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19920728_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19920728_00000000000000000006,,wetlands
1_1_LT05_188026_19920829_00000000000000000000,0.6830242830976075,conifer_disturbed
1_1_LT05_188026_19920829_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19920829_00000000000000000002,,deciduous
1_1_LT05_188026_19920829_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19920829_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19920829_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19920829_00000000000000000006,,wetlands
1_1_LT05_188026_19930309_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19930309_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19930309_00000000000000000002,,deciduous
1_1_LT05_188026_19930309_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19930309_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19930309_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19930309_00000000000000000006,,wetlands
1_1_LT05_188026_19930410_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19930410_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19930410_00000000000000000002,,deciduous
1_1_LT05_188026_19930410_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19930410_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19930410_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19930410_00000000000000000006,,wetlands
1_1_LT05_188026_19930426_00000000000000000000,0.5043249017473302,conifer_disturbed
1_1_LT05_188026_19930426_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19930426_00000000000000000002,,deciduous
1_1_LT05_188026_19930426_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19930426_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19930426_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19930426_00000000000000000006,,wetlands
1_1_LT05_188026_19930512_00000000000000000000,0.588697627754589,conifer_disturbed
1_1_LT05_188026_19930512_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19930512_00000000000000000002,,deciduous
1_1_LT05_188026_19930512_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19930512_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19930512_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19930512_00000000000000000006,,wetlands
1_1_LT05_188026_19930731_00000000000000000000,0.7036942932002523,conifer_disturbed
1_1_LT05_188026_19930731_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19930731_00000000000000000002,,deciduous
1_1_LT05_188026_19930731_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19930731_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19930731_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19930731_00000000000000000006,,wetlands
1_1_LT05_188026_19930816_00000000000000000000,0.7233706258955994,conifer_disturbed
1_1_LT05_188026_19930816_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19930816_00000000000000000002,,deciduous
1_1_LT05_188026_19930816_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19930816_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19930816_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19930816_00000000000000000006,,wetlands
1_1_LT05_188026_19940312_00000000000000000000,0.5340089192838942,conifer_disturbed
1_1_LT05_188026_19940312_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19940312_00000000000000000002,,deciduous
1_1_LT05_188026_19940312_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19940312_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19940312_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19940312_00000000000000000006,,wetlands
1_1_LT05_188026_19940328_00000000000000000000,0.04026556505884052,conifer_disturbed
1_1_LT05_188026_19940328_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19940328_00000000000000000002,,deciduous
1_1_LT05_188026_19940328_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19940328_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19940328_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19940328_00000000000000000006,,wetlands
1_1_LT05_188026_19940429_00000000000000000000,0.5238221055227934,conifer_disturbed
1_1_LT05_188026_19940429_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19940429_00000000000000000002,,deciduous
1_1_LT05_188026_19940429_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19940429_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19940429_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19940429_00000000000000000006,,wetlands
1_1_LT05_188026_19940531_00000000000000000000,0.6316462930499579,conifer_disturbed
1_1_LT05_188026_19940531_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19940531_00000000000000000002,,deciduous
1_1_LT05_188026_19940531_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19940531_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19940531_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19940531_00000000000000000006,,wetlands
1_1_LT05_188026_19940702_00000000000000000000,0.7335019124403356,conifer_disturbed
1_1_LT05_188026_19940702_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19940702_00000000000000000002,,deciduous
1_1_LT05_188026_19940702_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19940702_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19940702_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19940702_00000000000000000006,,wetlands
1_1_LT05_188026_19940718_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19940718_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19940718_00000000000000000002,,deciduous
1_1_LT05_188026_19940718_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19940718_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19940718_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19940718_00000000000000000006,,wetlands
1_1_LT05_188026_19950502_00000000000000000000,0.5734568755741916,conifer_disturbed
1_1_LT05_188026_19950502_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19950502_00000000000000000002,,deciduous
1_1_LT05_188026_19950502_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19950502_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19950502_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19950502_00000000000000000006,,wetlands
1_1_LT05_188026_19950705_00000000000000000000,0.5099269429517299,conifer_disturbed
1_1_LT05_188026_19950705_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19950705_00000000000000000002,,deciduous
1_1_LT05_188026_19950705_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19950705_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19950705_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19950705_00000000000000000006,,wetlands
1_1_LT05_188026_19950721_00000000000000000000,0.7752111645180871,conifer_disturbed
1_1_LT05_188026_19950721_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19950721_00000000000000000002,,deciduous
1_1_LT05_188026_19950721_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19950721_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19950721_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19950721_00000000000000000006,,wetlands
1_1_LT05_188026_19950806_00000000000000000000,0.25148885202005766,conifer_disturbed
1_1_LT05_188026_19950806_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19950806_00000000000000000002,,deciduous
1_1_LT05_188026_19950806_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19950806_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19950806_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19950806_00000000000000000006,,wetlands
1_1_LT05_188026_19950822_00000000000000000000,0.7450796826298961,conifer_disturbed
1_1_LT05_188026_19950822_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19950822_00000000000000000002,,deciduous
1_1_LT05_188026_19950822_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19950822_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19950822_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19950822_00000000000000000006,,wetlands
1_1_LT05_188026_19950907_00000000000000000000,0.7871504300886497,conifer_disturbed
1_1_LT05_188026_19950907_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19950907_00000000000000000002,,deciduous
1_1_LT05_188026_19950907_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19950907_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19950907_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19950907_00000000000000000006,,wetlands
1_1_LT05_188026_19951025_00000000000000000000,0.6932530444873626,conifer_disturbed
1_1_LT05_188026_19951025_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19951025_00000000000000000002,,deciduous
1_1_LT05_188026_19951025_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19951025_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19951025_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19951025_00000000000000000006,,wetlands
1_1_LT05_188026_19960418_00000000000000000000,0.4966144127364826,conifer_disturbed
1_1_LT05_188026_19960418_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19960418_00000000000000000002,,deciduous
1_1_LT05_188026_19960418_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19960418_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19960418_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19960418_00000000000000000006,,wetlands
1_1_LT05_188026_19960723_00000000000000000000,0.578832612027533,conifer_disturbed
1_1_LT05_188026_19960723_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19960723_00000000000000000002,,deciduous
1_1_LT05_188026_19960723_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19960723_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19960723_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19960723_00000000000000000006,,wetlands
1_1_LT05_188026_19960824_00000000000000000000,0.7768508656118248,conifer_disturbed
1_1_LT05_188026_19960824_00000000000000000001,0.780349202018797,conifer_not_disturbed
1_1_LT05_188026_19960824_00000000000000000002,,deciduous
1_1_LT05_188026_19960824_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19960824_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19960824_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19960824_00000000000000000006,,wetlands
1_1_LT05_188026_19961027_00000000000000000000,0.3705938071055156,conifer_disturbed
1_1_LT05_188026_19961027_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19961027_00000000000000000002,,deciduous
1_1_LT05_188026_19961027_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19961027_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19961027_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19961027_00000000000000000006,,wetlands
1_1_LT05_188026_19970421_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19970421_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19970421_00000000000000000002,,deciduous
1_1_LT05_188026_19970421_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19970421_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19970421_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19970421_00000000000000000006,,wetlands
1_1_LT05_188026_19970710_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19970710_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19970710_00000000000000000002,,deciduous
1_1_LT05_188026_19970710_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19970710_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19970710_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19970710_00000000000000000006,,wetlands
1_1_LT05_188026_19970811_00000000000000000000,0.7457696553978933,conifer_disturbed
1_1_LT05_188026_19970811_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19970811_00000000000000000002,,deciduous
1_1_LT05_188026_19970811_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19970811_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19970811_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19970811_00000000000000000006,,wetlands
1_1_LT05_188026_19970827_00000000000000000000,0.7500663490611122,conifer_disturbed
1_1_LT05_188026_19970827_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19970827_00000000000000000002,,deciduous
1_1_LT05_188026_19970827_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19970827_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19970827_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19970827_00000000000000000006,,wetlands
1_1_LT05_188026_19970912_00000000000000000000,0.8158916011600226,conifer_disturbed
1_1_LT05_188026_19970912_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19970912_00000000000000000002,,deciduous
1_1_LT05_188026_19970912_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19970912_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19970912_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19970912_00000000000000000006,,wetlands
1_1_LT05_188026_19980219_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19980219_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19980219_00000000000000000002,,deciduous
1_1_LT05_188026_19980219_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19980219_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19980219_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19980219_00000000000000000006,,wetlands
1_1_LT05_188026_19980323_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19980323_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19980323_00000000000000000002,,deciduous
1_1_LT05_188026_19980323_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19980323_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19980323_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19980323_00000000000000000006,,wetlands
1_1_LT05_188026_19980408_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19980408_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19980408_00000000000000000002,,deciduous
1_1_LT05_188026_19980408_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19980408_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19980408_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19980408_00000000000000000006,,wetlands
1_1_LT05_188026_19980424_00000000000000000000,0.3635895072139295,conifer_disturbed
1_1_LT05_188026_19980424_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19980424_00000000000000000002,,deciduous
1_1_LT05_188026_19980424_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19980424_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19980424_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19980424_00000000000000000006,,wetlands
1_1_LT05_188026_19980510_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19980510_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19980510_00000000000000000002,,deciduous
1_1_LT05_188026_19980510_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19980510_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19980510_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19980510_00000000000000000006,,wetlands
1_1_LT05_188026_19980713_00000000000000000000,0.7465373564614034,conifer_disturbed
1_1_LT05_188026_19980713_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19980713_00000000000000000002,,deciduous
1_1_LT05_188026_19980713_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19980713_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19980713_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19980713_00000000000000000006,,wetlands
1_1_LT05_188026_19980814_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_19980814_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19980814_00000000000000000002,,deciduous
1_1_LT05_188026_19980814_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19980814_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19980814_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19980814_00000000000000000006,,wetlands
1_1_LT05_188026_19981017_00000000000000000000,0.7427570565910686,conifer_disturbed
1_1_LT05_188026_19981017_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19981017_00000000000000000002,,deciduous
1_1_LT05_188026_19981017_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19981017_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19981017_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19981017_00000000000000000006,,wetlands
1_1_LT05_188026_19990529_00000000000000000000,0.6267236483469675,conifer_disturbed
1_1_LT05_188026_19990529_00000000000000000001,0.7792768832887577,conifer_not_disturbed
1_1_LT05_188026_19990529_00000000000000000002,,deciduous
1_1_LT05_188026_19990529_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19990529_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19990529_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19990529_00000000000000000006,,wetlands
1_1_LT05_188026_19991020_00000000000000000000,0.48845598222970504,conifer_disturbed
1_1_LT05_188026_19991020_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_19991020_00000000000000000002,,deciduous
1_1_LT05_188026_19991020_00000000000000000003,,grassland_mowed
1_1_LT05_188026_19991020_00000000000000000004,,fields_cultivated
1_1_LT05_188026_19991020_00000000000000000005,,fields_abandoned
1_1_LT05_188026_19991020_00000000000000000006,,wetlands
1_1_LT05_188026_20000124_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_20000124_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20000124_00000000000000000002,,deciduous
1_1_LT05_188026_20000124_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20000124_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20000124_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20000124_00000000000000000006,,wetlands
1_1_LT05_188026_20000429_00000000000000000000,0.5849955969371148,conifer_disturbed
1_1_LT05_188026_20000429_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20000429_00000000000000000002,,deciduous
1_1_LT05_188026_20000429_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20000429_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20000429_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20000429_00000000000000000006,,wetlands
1_1_LT05_188026_20000515_00000000000000000000,0.6767085888246964,conifer_disturbed
1_1_LT05_188026_20000515_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20000515_00000000000000000002,,deciduous
1_1_LT05_188026_20000515_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20000515_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20000515_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20000515_00000000000000000006,,wetlands
1_1_LT05_188026_20010211_00000000000000000000,0.5824587566664858,conifer_disturbed
1_1_LT05_188026_20010211_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20010211_00000000000000000002,,deciduous
1_1_LT05_188026_20010211_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20010211_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20010211_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20010211_00000000000000000006,,wetlands
1_1_LT05_188026_20010227_00000000000000000000,0.06946750037417482,conifer_disturbed
1_1_LT05_188026_20010227_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20010227_00000000000000000002,,deciduous
1_1_LT05_188026_20010227_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20010227_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20010227_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20010227_00000000000000000006,,wetlands
1_1_LT05_188026_20010806_00000000000000000000,0.41316424191480444,conifer_disturbed
1_1_LT05_188026_20010806_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20010806_00000000000000000002,,deciduous
1_1_LT05_188026_20010806_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20010806_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20010806_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20010806_00000000000000000006,,wetlands
1_1_LT05_188026_20020214_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_20020214_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20020214_00000000000000000002,,deciduous
1_1_LT05_188026_20020214_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20020214_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20020214_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20020214_00000000000000000006,,wetlands
1_1_LT05_188026_20020318_00000000000000000000,0.43823836929104054,conifer_disturbed
1_1_LT05_188026_20020318_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20020318_00000000000000000002,,deciduous
1_1_LT05_188026_20020318_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20020318_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20020318_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20020318_00000000000000000006,,wetlands
1_1_LT05_188026_20020622_00000000000000000000,0.7049812433301683,conifer_disturbed
1_1_LT05_188026_20020622_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20020622_00000000000000000002,,deciduous
1_1_LT05_188026_20020622_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20020622_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20020622_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20020622_00000000000000000006,,wetlands
1_1_LT05_188026_20030625_00000000000000000000,0.43371318527776914,conifer_disturbed
1_1_LT05_188026_20030625_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20030625_00000000000000000002,,deciduous
1_1_LT05_188026_20030625_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20030625_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20030625_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20030625_00000000000000000006,,wetlands
1_1_LT05_188026_20030727_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_20030727_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20030727_00000000000000000002,,deciduous
1_1_LT05_188026_20030727_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20030727_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20030727_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20030727_00000000000000000006,,wetlands
1_1_LT05_188026_20030812_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_20030812_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20030812_00000000000000000002,,deciduous
1_1_LT05_188026_20030812_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20030812_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20030812_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20030812_00000000000000000006,,wetlands
1_1_LT05_188026_20040220_00000000000000000000,,conifer_disturbed
1_1_LT05_188026_20040220_00000000000000000001,,conifer_not_disturbed
1_1_LT05_188026_20040220_00000000000000000002,,deciduous
1_1_LT05_188026_20040220_00000000000000000003,,grassland_mowed
1_1_LT05_188026_20040220_00000000000000000004,,fields_cultivated
1_1_LT05_188026_20040220_00000000000000000005,,fields_abandoned
1_1_LT05_188026_20040220_00000000000000000006,,wetlands
1_1_LT05_188026_20040830_00000000000000000000,,conifer_disturbed
